"","carat","cut","color","clarity","depth_percent","table","price","length","width","depth"
"4143",0.3,"Premium","D","VS2",61.7,59,911,4.28,4.25,2.63
"4144",0.41,"Very Good","D","VS2",62.1,53,912,4.78,4.82,2.98
"4145",0.42,"Very Good","D","VS1",58.4,61,912,4.91,4.95,2.88
"4146",0.3,"Ideal","D","VVS1",61.6,56,912,4.33,4.37,2.68
"4147",0.32,"Ideal","D","VS2",61.9,55,912,4.43,4.45,2.75
"4148",0.32,"Ideal","D","VS2",62,54,912,4.39,4.42,2.73
"4149",0.31,"Ideal","D","VS1",60.1,57,913,4.39,4.4,2.64
"4150",0.34,"Ideal","D","VS1",60.3,57,914,4.52,4.55,2.73
"4151",0.3,"Premium","D","VS1",61.2,59,914,4.34,4.29,2.64
"4152",0.4,"Very Good","D","VS2",64.4,52,915,4.63,4.68,3
"4153",0.32,"Ideal","D","VVS1",62.6,57,917,4.34,4.41,2.74
"4154",0.4,"Ideal","D","VS2",60.8,59,917,4.71,4.76,2.88
"4155",0.4,"Ideal","D","VS2",61.9,58,917,4.7,4.73,2.92
"4156",0.4,"Very Good","D","VS2",62.8,56,918,4.71,4.75,2.97
"4157",0.34,"Ideal","D","VVS2",60.1,57,918,4.54,4.58,2.74
"4158",0.4,"Ideal","D","VS2",62.8,56,918,4.66,4.7,2.94
"4159",0.38,"Ideal","D","VS1",61.3,56,919,4.68,4.72,2.88
"4160",0.43,"Premium","D","SI2",62.6,58,919,4.82,4.79,3.01
"4161",0.43,"Ideal","D","SI2",61,57,919,4.86,4.81,2.95
"4162",0.43,"Ideal","D","SI2",62.6,56,919,4.88,4.84,3.04
"4163",0.43,"Premium","D","SI2",60.7,58,919,4.91,4.85,2.96
"4164",0.43,"Premium","D","SI2",61.1,58,919,4.9,4.86,2.98
"4165",0.33,"Very Good","D","VVS1",62.1,58,920,4.39,4.46,2.75
"4166",0.41,"Very Good","D","SI1",60.3,63,920,4.8,4.78,2.89
"4167",0.41,"Ideal","D","SI1",63,56,920,4.8,4.75,3.01
"4168",0.41,"Very Good","D","SI1",63.1,57,920,4.73,4.68,2.97
"4169",0.3,"Very Good","D","SI1",62.6,59,476,4.24,4.26,2.66
"4170",0.41,"Ideal","D","SI1",63,57,920,4.7,4.64,2.94
"4171",0.38,"Very Good","D","VS1",59.5,61,921,4.66,4.69,2.78
"4172",0.41,"Ideal","D","VS1",61.6,55,921,4.79,4.82,2.96
"4173",0.34,"Ideal","D","VS2",62.1,55,923,4.49,4.46,2.78
"4174",0.32,"Ideal","D","VVS1",62.1,54,924,4.4,4.43,2.74
"4175",0.4,"Premium","D","SI1",60.3,62,924,4.75,4.7,2.85
"4176",0.4,"Very Good","D","SI1",63.3,57,924,4.71,4.68,2.97
"4177",0.4,"Very Good","D","SI1",63.1,57,924,4.73,4.69,2.97
"4178",0.4,"Ideal","D","SI1",63,57,924,4.7,4.66,2.95
"4179",0.4,"Premium","D","SI1",63,57,924,4.7,4.66,2.95
"4180",0.4,"Good","D","SI1",63.6,57,924,4.7,4.67,2.98
"4181",0.4,"Very Good","D","SI1",63.1,61,924,4.71,4.67,2.96
"4182",0.4,"Very Good","D","SI1",63.5,55,924,4.72,4.67,2.98
"4183",0.4,"Premium","D","SI1",62.5,61,924,4.69,4.66,2.92
"4184",0.5,"Good","D","SI2",63.7,60,925,5.09,5.02,3.22
"4185",0.32,"Premium","D","VVS2",61.5,60,926,4.37,4.41,2.7
"4186",0.46,"Very Good","D","SI1",62.2,58,927,4.92,4.98,3.08
"4187",0.45,"Very Good","D","SI1",61,59,927,4.94,5,3.03
"4188",0.36,"Ideal","D","VS2",61.3,55,928,4.58,4.62,2.82
"4189",0.36,"Ideal","D","VS2",61.1,57,928,4.6,4.63,2.82
"4190",0.38,"Ideal","D","VS2",63,54,929,4.61,4.66,2.92
"4191",0.43,"Very Good","D","VS2",59.1,58,931,4.92,4.96,2.92
"4192",0.41,"Very Good","D","VS2",62.3,58,932,4.75,4.76,2.96
"4193",0.36,"Premium","D","VS2",60.3,58,933,4.66,4.63,2.8
"4194",0.36,"Ideal","D","VS2",60,56,933,4.68,4.66,2.8
"4195",0.33,"Very Good","D","VVS2",59.5,56,933,4.51,4.56,2.7
"4196",0.38,"Very Good","D","VS2",60.9,58,933,4.63,4.67,2.83
"4197",0.38,"Very Good","D","VS2",61.6,59,933,4.62,4.66,2.86
"4198",0.38,"Ideal","D","VS2",62,56,933,4.64,4.68,2.89
"4199",0.3,"Ideal","D","VVS1",61.8,55,933,4.33,4.35,2.68
"4200",0.33,"Premium","D","VS1",60.3,61,933,4.51,4.48,2.71
"4201",0.32,"Ideal","D","VS1",60.2,57,933,4.45,4.42,2.67
"4202",0.31,"Ideal","D","VVS1",62.1,54,934,4.34,4.36,2.7
"4203",0.32,"Good","D","SI2",63.7,56,477,4.33,4.34,2.76
"4204",0.32,"Ideal","D","SI2",62.4,54,477,4.38,4.4,2.74
"4205",0.32,"Good","D","SI2",63.9,58,477,4.31,4.33,2.76
"4206",0.32,"Ideal","D","SI2",61.1,56,477,4.39,4.41,2.69
"4207",0.32,"Very Good","D","SI2",62.8,57,477,4.35,4.38,2.74
"4208",0.42,"Ideal","D","VS2",62.7,55,938,4.79,4.81,3.01
"4209",0.41,"Very Good","D","VS2",61.7,54,939,4.77,4.82,2.96
"4210",0.33,"Ideal","D","VS2",61.5,56,940,4.47,4.5,2.76
"4211",0.33,"Ideal","D","VS2",60.9,56,940,4.49,4.51,2.74
"4212",0.37,"Premium","D","VS1",61.9,58,941,4.56,4.62,2.84
"4213",0.38,"Premium","D","SI1",62.2,58,941,4.63,4.57,2.86
"4214",0.38,"Premium","D","SI1",59.7,60,941,4.69,4.66,2.79
"4215",0.38,"Premium","D","SI1",58.9,61,941,4.79,4.75,2.81
"4216",0.38,"Premium","D","SI1",60.7,60,941,4.69,4.63,2.83
"4217",0.31,"Premium","D","VVS1",62.7,58,942,4.31,4.3,2.7
"4218",0.38,"Ideal","D","VS1",62,57,942,4.7,4.69,2.91
"4219",0.31,"Premium","D","VVS1",62.1,59,942,4.38,4.32,2.7
"4220",0.31,"Premium","D","VS2",62.6,59,942,4.33,4.3,2.7
"4221",0.31,"Ideal","D","VS2",61.2,55,942,4.46,4.36,2.7
"4222",0.31,"Ideal","D","VS2",59,57,942,4.48,4.44,2.63
"4223",0.31,"Ideal","D","VS2",61.8,56,942,4.36,4.32,2.68
"4224",0.31,"Premium","D","VS2",62,59,942,4.36,4.32,2.69
"4225",0.31,"Ideal","D","VS2",61.5,56,942,4.36,4.35,2.68
"4226",0.42,"Premium","D","SI1",63,59,942,4.79,4.77,3.01
"4227",0.42,"Very Good","D","SI1",63.3,58,942,4.75,4.73,3
"4228",0.31,"Ideal","D","VS2",61.5,56,942,4.41,4.37,2.7
"4229",0.31,"Ideal","D","VS2",61.2,55,942,4.42,4.37,2.69
"4230",0.31,"Ideal","D","VS2",60.4,56,942,4.42,4.39,2.66
"4231",0.31,"Ideal","D","VS2",61.2,55,942,4.39,4.37,2.68
"4232",0.31,"Ideal","D","VS2",61.3,57,942,4.4,4.37,2.69
"4233",0.31,"Ideal","D","VS2",61.6,55,942,4.37,4.36,2.69
"4234",0.31,"Ideal","D","VS2",61.6,57,942,4.38,4.36,2.69
"4235",0.31,"Ideal","D","VS2",61.9,56,942,4.38,4.37,2.71
"4236",0.31,"Premium","D","VS2",61.8,57,942,4.41,4.36,2.71
"4237",0.31,"Ideal","D","VS2",62,55,942,4.38,4.36,2.71
"4238",0.31,"Ideal","D","VS2",61.8,57,942,4.38,4.36,2.7
"4239",0.31,"Ideal","D","VS2",61.5,56,942,4.37,4.35,2.68
"4240",0.31,"Premium","D","VS2",60.7,59,942,4.38,4.35,2.65
"4241",0.31,"Ideal","D","VS2",60.7,56,942,4.38,4.35,2.65
"4242",0.31,"Ideal","D","VS2",61.2,55,942,4.38,4.35,2.67
"4243",0.31,"Ideal","D","VS2",61.7,55,942,4.4,4.35,2.7
"4244",0.31,"Ideal","D","VS2",62.1,54,942,4.41,4.35,2.72
"4245",0.31,"Ideal","D","VS2",61.9,56,942,4.38,4.34,2.7
"4246",0.31,"Ideal","D","VS2",61.5,56,942,4.37,4.34,2.68
"4247",0.31,"Ideal","D","VS2",62.5,56,942,4.36,4.34,2.72
"4248",0.31,"Ideal","D","VS2",62.1,56,942,4.35,4.34,2.7
"4249",0.31,"Ideal","D","VS2",62.1,54,942,4.36,4.34,2.7
"4250",0.31,"Ideal","D","VS2",61.8,55,942,4.37,4.33,2.69
"4251",0.31,"Ideal","D","VS2",62.1,54,942,4.37,4.33,2.7
"4252",0.31,"Ideal","D","VS2",62.3,55,942,4.37,4.33,2.71
"4253",0.31,"Ideal","D","VS2",62.2,56,942,4.36,4.32,2.7
"4254",0.31,"Premium","D","VS2",61.2,59,942,4.37,4.32,2.66
"4255",0.31,"Ideal","D","VS2",62,55,942,4.35,4.33,2.69
"4256",0.31,"Ideal","D","VS2",62.6,56,942,4.36,4.33,2.72
"4257",0.31,"Premium","D","VS2",62.3,55,942,4.35,4.32,2.7
"4258",0.31,"Ideal","D","VS2",62.5,57,942,4.36,4.31,2.71
"4259",0.31,"Ideal","D","VS2",62.5,56,942,4.36,4.31,2.71
"4260",0.31,"Ideal","D","VS2",62.2,56,942,4.33,4.32,2.69
"4261",0.31,"Ideal","D","VS2",62.1,55,942,4.35,4.32,2.69
"4262",0.31,"Ideal","D","VS2",62.2,55,942,4.34,4.31,2.69
"4263",0.31,"Ideal","D","VS2",62.7,55,942,4.34,4.31,2.71
"4264",0.31,"Ideal","D","VS2",62.9,55,942,4.34,4.31,2.72
"4265",0.31,"Premium","D","VS2",61.7,59,942,4.34,4.31,2.67
"4266",0.31,"Ideal","D","VS2",62.2,54,942,4.34,4.31,2.69
"4267",0.31,"Ideal","D","VS2",62.2,57,942,4.34,4.31,2.69
"4268",0.31,"Ideal","D","VS2",62.5,56,942,4.32,4.29,2.69
"4269",0.31,"Ideal","D","VS2",62.7,57,942,4.34,4.3,2.71
"4270",0.31,"Ideal","D","VS2",62.1,55,942,4.32,4.31,2.68
"4271",0.38,"Very Good","D","VVS2",60.8,55,944,4.67,4.71,2.85
"4272",0.35,"Ideal","D","VVS2",61.6,54,945,4.55,4.57,2.81
"4273",0.35,"Ideal","D","VS2",62.3,56,945,4.54,4.51,2.82
"4274",0.32,"Good","D","SI2",63.4,56,477,4.36,4.38,2.77
"4275",0.32,"Ideal","D","SI2",62.6,56,477,4.38,4.4,2.75
"4276",0.32,"Ideal","D","SI2",59.5,57,477,4.47,4.5,2.67
"4277",0.32,"Ideal","D","SI2",61.4,56,477,4.43,4.46,2.73
"4278",0.32,"Ideal","D","SI2",61.8,55,477,4.38,4.42,2.72
"4279",0.32,"Ideal","D","SI2",61.7,55,477,4.38,4.4,2.71
"4280",0.32,"Ideal","D","SI2",59.8,57,477,4.4,4.46,2.65
"4281",0.24,"Very Good","D","VVS2",61.9,58,478,4.02,4.03,2.49
"4282",0.24,"Very Good","D","VVS2",61.5,58,478,3.96,3.98,2.44
"4283",0.41,"Premium","D","SI1",59.2,62,947,4.85,4.82,2.86
"4284",0.41,"Very Good","D","SI1",63.3,55,947,4.77,4.74,3.01
"4285",0.41,"Very Good","D","SI1",63.2,58,947,4.77,4.72,3
"4286",0.41,"Very Good","D","SI1",63.2,57,947,4.77,4.73,3
"4287",0.41,"Very Good","D","SI1",63.4,55,947,4.72,4.68,2.98
"4288",0.41,"Good","D","SI1",63.8,56,947,4.72,4.68,3
"4289",0.33,"Very Good","D","VVS1",61.2,59,948,4.4,4.43,2.7
"4290",0.42,"Ideal","D","VS2",62.6,56,948,4.76,4.8,2.99
"4291",0.41,"Good","D","VVS2",63.3,59,949,4.71,4.73,2.99
"4292",0.31,"Ideal","D","VVS1",62.3,54,949,4.36,4.4,2.73
"4293",0.3,"Ideal","D","VS1",61.8,57,949,4.27,4.3,2.65
"4294",0.3,"Premium","D","VVS2",60.7,59,950,4.34,4.33,2.63
"4295",0.3,"Ideal","D","VVS2",59.5,56,950,4.42,4.38,2.62
"4296",0.4,"Ideal","D","SI1",62.5,55,950,4.73,4.71,2.95
"4297",0.4,"Very Good","D","VS1",59.4,60,952,4.77,4.83,2.85
"4298",0.35,"Ideal","D","VS1",60.8,57,952,4.61,4.57,2.79
"4299",0.4,"Very Good","D","VS2",63.5,55,952,4.69,4.66,2.97
"4300",0.4,"Very Good","D","VS1",60.8,59,954,4.74,4.76,2.89
"4301",0.38,"Ideal","D","VS2",61.5,56,954,4.66,4.7,2.88
"4302",0.4,"Good","D","VS1",60.5,63,954,4.75,4.77,2.88
"4303",0.33,"Ideal","D","VVS2",60.9,57,955,4.46,4.48,2.72
"4304",0.33,"Ideal","D","VVS2",61.1,56,955,4.44,4.46,2.72
"4305",0.38,"Ideal","D","VS1",61,57,955,4.66,4.69,2.85
"4306",0.36,"Ideal","D","VVS2",61.9,53,957,4.57,4.6,2.84
"4307",0.34,"Good","D","VVS1",57.4,62,957,4.67,4.71,2.69
"4308",0.33,"Ideal","D","VS1",60.9,57,957,4.5,4.47,2.73
"4309",0.5,"Good","D","SI2",58.5,64,958,5.2,5.12,3.02
"4310",0.5,"Good","D","SI2",63.1,56,958,5.05,4.96,3.16
"4311",0.39,"Premium","D","VS2",61.3,58,958,4.7,4.73,2.89
"4312",0.39,"Very Good","D","VS2",60.2,59,958,4.74,4.76,2.86
"4313",0.39,"Premium","D","VS2",61.4,60,958,4.7,4.72,2.89
"4314",0.42,"Ideal","D","VS2",61.5,55,961,4.83,4.86,2.98
"4315",0.34,"Ideal","D","VS1",62.6,56,961,4.52,4.49,2.82
"4316",0.24,"Very Good","D","VVS1",59.2,59,478,4.04,4.1,2.41
"4317",0.23,"Very Good","D","VVS1",63.3,57,478,3.9,3.93,2.48
"4318",0.23,"Good","D","VVS1",64.8,58,478,3.83,3.85,2.49
"4319",0.3,"Very Good","D","SI1",58.8,63,479,4.32,4.35,2.55
"4320",0.34,"Ideal","D","VS1",60.7,57,961,4.55,4.51,2.75
"4321",0.43,"Premium","D","VS2",59.7,59,963,4.93,4.89,2.93
"4322",0.4,"Very Good","D","VS1",63.2,60,963,4.65,4.69,2.95
"4323",0.35,"Ideal","D","VS2",60.6,57,964,4.63,4.58,2.79
"4324",0.3,"Premium","D","VVS2",62.4,58,965,4.3,4.26,2.67
"4325",0.3,"Ideal","D","VVS2",62.9,56,965,4.29,4.27,2.69
"4326",0.4,"Very Good","D","VS1",63.3,57,967,4.66,4.72,2.97
"4327",0.4,"Very Good","D","VS1",64.2,57,967,4.67,4.7,3.01
"4328",0.4,"Very Good","D","VS1",63.1,55,967,4.7,4.74,2.98
"4329",0.34,"Ideal","D","VS2",61,56,967,4.51,4.54,2.76
"4330",0.34,"Ideal","D","VS2",61.4,55,967,4.51,4.54,2.78
"4331",0.42,"Premium","D","SI1",61.5,58,970,4.83,4.8,2.96
"4332",0.42,"Premium","D","SI1",60.2,57,970,4.89,4.85,2.93
"4333",0.42,"Ideal","D","SI1",63,57,970,4.81,4.77,3.02
"4334",0.42,"Ideal","D","SI1",61.9,55,970,4.84,4.79,2.98
"4335",0.42,"Ideal","D","SI1",63,55,970,4.79,4.76,3.01
"4336",0.52,"Ideal","D","I1",61.1,57,971,5.18,5.2,3.17
"4337",0.37,"Premium","D","VVS2",60.7,59,971,4.63,4.66,2.82
"4338",0.36,"Ideal","D","VVS2",60.7,56,971,4.59,4.63,2.8
"4339",0.32,"Premium","D","VS2",62,57,972,4.42,4.38,2.73
"4340",0.32,"Ideal","D","VS2",62.4,57,972,4.38,4.34,2.72
"4341",0.32,"Ideal","D","VS2",61.7,57,972,4.39,4.36,2.7
"4342",0.32,"Ideal","D","VS2",62.2,56,972,4.39,4.36,2.72
"4343",0.32,"Ideal","D","VS2",61,56,972,4.46,4.42,2.71
"4344",0.32,"Ideal","D","VS2",61,57,972,4.46,4.42,2.71
"4345",0.32,"Ideal","D","VS2",60.5,56,972,4.48,4.45,2.7
"4346",0.32,"Ideal","D","VS2",62.1,54,972,4.46,4.4,2.75
"4347",0.32,"Ideal","D","VS2",61.5,56,972,4.44,4.41,2.72
"4348",0.32,"Premium","D","VS2",60.3,60,972,4.44,4.42,2.67
"4349",0.32,"Ideal","D","VS2",62.7,57,972,4.44,4.4,2.77
"4350",0.32,"Ideal","D","VS2",62.1,56,972,4.43,4.39,2.74
"4351",0.32,"Ideal","D","VS2",62.3,57,972,4.41,4.39,2.74
"4352",0.32,"Ideal","D","VS2",61.5,56,972,4.42,4.39,2.71
"4353",0.32,"Ideal","D","VS2",61.9,55,972,4.43,4.39,2.73
"4354",0.32,"Ideal","D","VS2",61.1,56,972,4.41,4.39,2.69
"4355",0.32,"Ideal","D","VS2",62,55,972,4.42,4.38,2.73
"4356",0.32,"Premium","D","VS2",61.7,59,972,4.43,4.38,2.72
"4357",0.32,"Ideal","D","VS2",61.7,54,972,4.43,4.38,2.72
"4358",0.32,"Ideal","D","VS2",62.5,56,972,4.45,4.38,2.76
"4359",0.32,"Ideal","D","VS2",62.2,56,972,4.4,4.38,2.73
"4360",0.32,"Ideal","D","VS2",62,55,972,4.41,4.37,2.72
"4361",0.32,"Ideal","D","VS2",62.2,55,972,4.41,4.37,2.73
"4362",0.32,"Ideal","D","VS2",61.3,56,972,4.41,4.37,2.69
"4363",0.32,"Ideal","D","VS2",61.6,56,972,4.4,4.37,2.7
"4364",0.32,"Ideal","D","VS2",62.6,55,972,4.39,4.37,2.74
"4365",0.32,"Ideal","D","VS2",62.5,57,972,4.39,4.34,2.73
"4366",0.32,"Ideal","D","VS2",61.8,57,972,4.36,4.35,2.69
"4367",0.32,"Ideal","D","VS2",62.7,54,972,4.38,4.36,2.74
"4368",0.32,"Ideal","D","VS2",61.9,57,972,4.39,4.37,2.71
"4369",0.32,"Premium","D","VS2",61.7,58,972,4.38,4.34,2.69
"4370",0.32,"Ideal","D","VS2",62.6,57,972,4.41,4.37,2.75
"4371",0.32,"Ideal","D","VS2",61.9,55,972,4.44,4.41,2.74
"4372",0.32,"Ideal","D","VVS1",61.8,56,973,4.4,4.37,2.71
"4373",0.32,"Premium","D","VVS1",62,60,973,4.4,4.37,2.72
"4374",0.43,"Good","D","VS2",59.9,61,976,4.84,4.88,2.91
"4375",0.4,"Very Good","D","VVS2",59.4,61,977,4.77,4.82,2.85
"4376",0.4,"Very Good","D","VVS2",58.4,60,977,4.81,4.84,2.82
"4377",0.32,"Ideal","D","VS1",61.2,55,977,4.41,4.45,2.71
"4378",0.34,"Ideal","D","SI2",61.4,56,481,4.5,4.55,2.78
"4379",0.33,"Ideal","D","VS1",61.2,55,978,4.48,4.51,2.75
"4380",0.33,"Ideal","D","VS1",61,56,978,4.49,4.52,2.75
"4381",0.39,"Ideal","D","VS1",61.8,57,979,4.68,4.7,2.9
"4382",0.5,"Good","D","SI2",63.7,60,979,5.09,5.02,3.22
"4383",0.3,"Premium","D","VS1",61.6,57,979,4.33,4.3,2.66
"4384",0.31,"Ideal","D","VVS2",61.6,56,982,4.38,4.34,2.69
"4385",0.31,"Ideal","D","VVS2",62.4,56,982,4.38,4.34,2.72
"4386",0.31,"Ideal","D","VVS2",61.9,56,982,4.39,4.37,2.71
"4387",0.31,"Ideal","D","VVS2",62,56,982,4.37,4.34,2.7
"4388",0.31,"Ideal","D","VVS2",61.9,57,982,4.35,4.31,2.68
"4389",0.4,"Very Good","D","VS2",59.1,57,982,4.81,4.87,2.86
"4390",0.4,"Ideal","D","VS2",61.5,55,982,4.71,4.75,2.91
"4391",0.4,"Ideal","D","VS2",61.6,57,982,4.71,4.77,2.92
"4392",0.4,"Premium","D","VS2",62.4,59,982,4.7,4.72,2.94
"4393",0.4,"Premium","D","VS2",61.7,59,982,4.73,4.76,2.93
"4394",0.4,"Premium","D","VS2",62.5,59,982,4.66,4.72,2.93
"4395",0.4,"Ideal","D","VS2",61.3,57,982,4.75,4.77,2.92
"4396",0.4,"Premium","D","VS2",60.5,59,982,4.76,4.8,2.89
"4397",0.4,"Very Good","D","VS2",62.8,57,982,4.68,4.72,2.95
"4398",0.4,"Premium","D","VS2",61.7,59,982,4.72,4.75,2.92
"4399",0.4,"Ideal","D","VS2",60.4,56,982,4.73,4.77,2.87
"4400",0.4,"Ideal","D","VS2",62.3,57,982,4.72,4.75,2.95
"4401",0.4,"Ideal","D","VS2",61.3,56,982,4.74,4.79,2.92
"4402",0.32,"Very Good","D","VVS1",61.9,54,983,4.42,4.46,2.75
"4403",0.37,"Ideal","D","VVS2",60.5,57,983,4.65,4.68,2.82
"4404",0.38,"Ideal","D","VS1",61.8,54,983,4.67,4.71,2.9
"4405",0.38,"Ideal","D","VS1",62.3,54,983,4.64,4.7,2.9
"4406",0.38,"Ideal","D","VS1",61.9,53.5,983,4.66,4.69,2.9
"4407",0.34,"Premium","D","VVS2",60.1,58,984,4.53,4.55,2.73
"4408",0.31,"Ideal","D","VVS1",60.4,56,984,4.38,4.43,2.66
"4409",0.41,"Good","D","VS1",60.2,62,986,4.8,4.84,2.9
"4410",0.47,"Premium","D","SI1",60.6,61,987,5.04,5,3.04
"4411",0.47,"Good","D","SI1",63.8,59,987,4.9,4.88,3.12
"4412",0.39,"Ideal","D","VS1",61.8,54,988,4.69,4.73,2.91
"4413",0.32,"Ideal","D","VVS1",62.1,54,988,4.43,4.4,2.74
"4414",0.31,"Premium","D","VVS2",61.7,58,988,4.39,4.33,2.69
"4415",0.41,"Good","D","VS1",64.2,55,989,4.72,4.75,3.04
"4416",0.37,"Premium","D","VS2",61,56,989,4.68,4.63,2.84
"4417",0.32,"Premium","D","VVS2",61.5,60,990,4.41,4.37,2.7
"4418",0.35,"Ideal","D","VS1",63,57,990,4.51,4.48,2.83
"4419",0.24,"Very Good","D","VVS2",61.3,58,485,3.99,4.03,2.46
"4420",0.23,"Very Good","D","VVS2",63.5,58,485,3.86,3.89,2.46
"4421",0.24,"Very Good","D","VVS2",58.7,61,485,4.04,4.07,2.38
"4422",0.24,"Very Good","D","VVS2",61.5,61,485,4.02,4.04,2.48
"4423",0.4,"Ideal","D","SI1",60.8,57,990,4.81,4.77,2.91
"4424",0.4,"Ideal","D","SI1",59.6,57,990,4.82,4.77,2.86
"4425",0.4,"Ideal","D","SI1",61.8,55,990,4.78,4.74,2.94
"4426",0.4,"Premium","D","SI1",59.9,60,990,4.77,4.75,2.85
"4427",0.4,"Premium","D","SI1",60.8,59,990,4.8,4.77,2.91
"4428",0.4,"Premium","D","SI1",61.1,58,990,4.75,4.74,2.9
"4429",0.4,"Premium","D","SI1",61.3,60,990,4.75,4.71,2.9
"4430",0.4,"Premium","D","SI1",61.4,56,990,4.83,4.72,2.93
"4431",0.4,"Ideal","D","SI1",62.1,56,990,4.74,4.7,2.93
"4432",0.4,"Premium","D","SI1",61.6,58,990,4.73,4.69,2.9
"4433",0.4,"Premium","D","SI1",61.7,58,990,4.74,4.7,2.91
"4434",0.4,"Ideal","D","SI1",62,56,990,4.71,4.68,2.91
"4435",0.41,"Very Good","D","VS1",63.4,56,991,4.7,4.76,3
"4436",0.38,"Ideal","D","VVS2",60.3,57,992,4.71,4.77,2.86
"4437",0.4,"Very Good","D","VS2",62.8,58,993,4.66,4.71,2.94
"4438",0.43,"Premium","D","SI1",61,58,993,4.88,4.83,2.96
"4439",0.43,"Premium","D","SI1",61,57,993,4.88,4.85,2.97
"4440",0.43,"Very Good","D","SI1",63.4,55,993,4.84,4.78,3.05
"4441",0.43,"Good","D","SI1",63.8,55,993,4.8,4.79,3.06
"4442",0.43,"Ideal","D","SI1",62.5,55,993,4.83,4.8,3.01
"4443",0.43,"Premium","D","SI1",61.2,60,993,4.84,4.8,2.95
"4444",0.41,"Very Good","D","VS2",59.2,58,995,4.83,4.87,2.87
"4445",0.4,"Very Good","D","VS1",64,57,995,4.66,4.69,2.99
"4446",0.38,"Very Good","D","VS1",58.2,58,995,4.77,4.81,2.79
"4447",0.37,"Ideal","D","VVS2",61.6,54,997,4.61,4.64,2.85
"4448",0.31,"Ideal","D","VVS2",61.9,55,997,4.39,4.36,2.71
"4449",0.31,"Ideal","D","VVS2",60.9,57,997,4.42,4.38,2.68
"4450",0.5,"Premium","D","SI2",62.9,58,997,5.06,5.01,3.17
"4451",0.31,"Fair","D","VVS2",54.2,65,997,4.61,4.58,2.49
"4452",0.34,"Ideal","D","VS1",60.3,56,998,4.53,4.56,2.74
"4453",0.38,"Ideal","D","VS2",62,56,998,4.68,4.64,2.89
"4454",0.38,"Premium","D","VS2",61.6,59,998,4.66,4.62,2.86
"4455",0.38,"Premium","D","VS2",60.9,58,998,4.67,4.63,2.83
"4456",0.3,"Ideal","D","VVS1",61.3,57,1000,4.29,4.32,2.64
"4457",0.3,"Ideal","D","VVS1",61.1,57,1000,4.34,4.36,2.66
"4458",0.36,"Ideal","D","VS1",61.8,55,1002,4.58,4.54,2.82
"4459",0.33,"Ideal","D","VS2",62.1,56,1002,4.48,4.44,2.77
"4460",0.33,"Ideal","D","VS2",62.1,56,1002,4.47,4.42,2.76
"4461",0.33,"Ideal","D","VS2",61.8,56,1002,4.48,4.45,2.76
"4462",0.33,"Ideal","D","VS2",61.8,56,1002,4.44,4.4,2.73
"4463",0.33,"Ideal","D","VS2",60.7,57,1002,4.5,4.46,2.72
"4464",0.33,"Ideal","D","VS2",60.9,55,1002,4.5,4.46,2.73
"4465",0.33,"Ideal","D","VS2",60.9,55,1002,4.5,4.47,2.73
"4466",0.33,"Ideal","D","VS2",61.9,53,1002,4.49,4.46,2.77
"4467",0.33,"Premium","D","VS2",60.7,58,1002,4.5,4.46,2.72
"4468",0.33,"Ideal","D","VS2",62.1,55,1002,4.46,4.43,2.76
"4469",0.33,"Ideal","D","VS2",62.1,54,1002,4.46,4.43,2.76
"4470",0.33,"Ideal","D","VS2",62.3,56,1002,4.46,4.43,2.77
"4471",0.33,"Ideal","D","VS2",62.5,56,1002,4.46,4.43,2.78
"4472",0.33,"Ideal","D","VS2",62.8,54,1002,4.46,4.43,2.79
"4473",0.33,"Ideal","D","VS2",62.3,57,1002,4.45,4.41,2.76
"4474",0.33,"Ideal","D","VS2",62.5,55,1002,4.45,4.41,2.77
"4475",0.33,"Ideal","D","VS2",61.9,56,1002,4.44,4.42,2.74
"4476",0.33,"Ideal","D","VS2",61.9,57,1002,4.47,4.42,2.75
"4477",0.33,"Ideal","D","VS2",62.6,56,1002,4.43,4.39,2.76
"4478",0.33,"Premium","D","VS2",61.2,58,1002,4.44,4.41,2.71
"4479",0.33,"Premium","D","VVS2",62.6,56,1002,4.47,4.44,2.79
"4480",0.4,"Ideal","D","VS1",60.6,56,1003,4.78,4.82,2.91
"4481",0.37,"Ideal","D","VS2",61.4,55,1003,4.64,4.67,2.86
"4482",0.4,"Very Good","D","VS1",62.9,55,1004,4.73,4.77,2.99
"4483",0.38,"Very Good","D","VS2",63.1,55,1005,4.6,4.59,2.9
"4484",0.42,"Ideal","D","VS1",61.4,55,1006,4.8,4.9,2.98
"4485",0.33,"Ideal","D","VS1",61.3,55,1006,4.46,4.48,2.74
"4486",0.37,"Premium","D","VS1",61.9,58,1006,4.62,4.56,2.84
"4487",0.41,"Ideal","D","VS2",61.6,55,1007,4.74,4.77,2.93
"4488",0.41,"Ideal","D","VS2",62.4,54,1007,4.74,4.78,2.97
"4489",0.41,"Ideal","D","VS2",62.2,57,1007,4.72,4.76,2.95
"4490",0.41,"Ideal","D","VS2",61.7,56,1007,4.78,4.81,2.96
"4491",0.41,"Ideal","D","VS2",61.9,56,1007,4.77,4.8,2.96
"4492",0.41,"Premium","D","VS2",62.4,60,1007,4.71,4.75,2.95
"4493",0.41,"Ideal","D","VS2",62.4,55,1007,4.76,4.79,2.98
